"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G16006509503015","160659503015","55","8"
"G16006509503016","160659503016","55","8"
"G16006509503031","160659503031","GQ","GQ"
"G16006509503032","160659503032","30","3"
"G16006509503033","160659503033","30","3"
"G16006509503034","160659503034","30","3"
"G16006509503035","160659503035","30","3"
"G16006509503041","160659503041","45","6"
"G16006509503042","160659503042","46","6"
"G16006509503043","160659503043","49","7"
"G16006509503044","160659503044","45","6"
"G16006509504011","160659504011","26","2"
"G16006509504012","160659504012","26","2"
"G16006509504021","160659504021","38","5"
"G16006509504022","160659504022","45","6"
"G16006509505011","160659505011","36","4"
"G16006509505012","160659505012","39","5"
"G16006509505021","160659505021","47","6"
"G16006509505022","160659505022","42","5"
"G16006709701001","160679701001","57","8"
"G16006709701002","160679701002","46","6"
"G16006709702001","160679702001","51","7"
"G16006709702002","160679702002","67","9"
"G16006709702003","160679702003","54","7"
"G16006709702004","160679702004","67","9"
"G16006709703001","160679703001","71","9"
"G16006709703002","160679703002","52","7"
"G16006709703003","160679703003","55","8"
"G16006709704001","160679704001","72","9"
"G16006709704002","160679704002","69","9"
"G16006709704003","160679704003","71","9"
"G16006709705001","160679705001","67","9"
"G16006709705002","160679705002","74","10"
"G16006709705003","160679705003","84","10"
"G16006709705004","160679705004","69","9"
"G16006909400001","160699400001","54","7"
"G16006909400002","160699400002","61","8"
"G16006909400003","160699400003","67","9"
"G16006909400004","160699400004","59","8"
"G16006909400005","160699400005","74","10"
"G16006909602001","160699602001","49","7"
"G16006909603001","160699603001","67","9"
"G16006909603002","160699603002","31","3"
"G16006909603003","160699603003","54","7"
"G16006909603004","160699603004","62","8"
"G16006909604001","160699604001","56","8"
"G16006909604002","160699604002","66","9"
"G16006909604003","160699604003","GQ","GQ"
"G16006909604004","160699604004","48","6"
"G16006909605001","160699605001","49","7"
"G16006909605002","160699605002","47","6"
"G16006909605003","160699605003","55","8"
"G16006909606001","160699606001","59","8"
"G16006909606002","160699606002","64","9"
"G16006909606003","160699606003","67","9"
"G16006909606004","160699606004","50","7"
"G16006909607001","160699607001","47","6"
"G16006909607002","160699607002","42","5"
"G16006909607003","160699607003","52","7"
"G16006909607004","160699607004","49","7"
"G16006909607005","160699607005","51","7"
"G16006909608001","160699608001","56","8"
"G16006909608002","160699608002","47","6"
"G16006909608003","160699608003","42","5"
"G16006909609001","160699609001","53","7"
"G16006909609002","160699609002","63","9"
"G16006909609003","160699609003","72","10"
"G16006909610001","160699610001","38","5"
"G16006909610002","160699610002","41","5"
"G16006909610003","160699610003","41","5"
"G16006909610004","160699610004","39","5"
"G16007109601001","160719601001","46","6"
"G16007109601002","160719601002","66","9"
"G16007109601003","160719601003","63","9"
"G16007309501011","160739501011","43","6"
"G16007309501012","160739501012","73","10"
"G16007309501013","160739501013","81","10"
"G16007309501021","160739501021","53","7"
"G16007309501022","160739501022","30","3"
"G16007309502001","160739502001","55","8"
"G16007309502002","160739502002","59","8"
"G16007309502003","160739502003","60","8"
"G16007309502004","160739502004","64","9"
"G16007509601001","160759601001","61","8"
"G16007509601002","160759601002","61","8"
"G16007509601003","160759601003","61","8"
"G16007509601004","160759601004","61","8"
"G16007509601005","160759601005","61","8"
"G16007509602001","160759602001","68","9"
"G16007509602002","160759602002","71","9"
"G16007509602003","160759602003","53","7"
"G16007509603011","160759603011","30","3"
"G16007509603021","160759603021","51","7"
"G16007509603022","160759603022","51","7"
"G16007509603023","160759603023","51","7"
"G16007509603024","160759603024","51","7"
"G16007509604001","160759604001","51","7"
"G16007509604002","160759604002","34","4"
"G16007509604003","160759604003","53","7"
"G16007709601001","160779601001","78","10"
"G16007709601002","160779601002","82","10"
"G16007709602001","160779602001","41","5"
"G16007709602002","160779602002","78","10"
"G16007709602003","160779602003","63","9"
"G16007709602004","160779602004","72","10"
"G16007709602005","160779602005","30","3"
"G16007909602001","160799602001","65","9"
"G16007909602002","160799602002","63","9"
"G16007909602003","160799602003","69","9"
"G16007909602004","160799602004","65","9"
"G16007909602005","160799602005","63","9"
"G16007909602006","160799602006","46","6"
"G16007909603001","160799603001","86","10"
"G16007909603002","160799603002","83","10"
"G16007909603003","160799603003","85","10"
"G16007909603004","160799603004","89","10"
"G16007909603005","160799603005","81","10"
"G16007909604001","160799604001","83","10"
"G16007909604002","160799604002","76","10"
"G16007909604003","160799604003","72","10"
"G16007909604004","160799604004","62","8"
"G16007909604005","160799604005","61","8"
"G16007909604006","160799604006","77","10"
"G16008109601011","160819601011","27","2"
"G16008109601012","160819601012","27","2"
"G16008109601013","160819601013","27","3"
"G16008109601021","160819601021","PH","PH"
"G16008109601022","160819601022","26","2"
"G16008109601031","160819601031","39","5"
"G16008109601032","160819601032","39","5"
"G16008109601033","160819601033","39","5"
"G16008109601034","160819601034","39","5"
"G16008109601041","160819601041","49","7"
"G16008109601042","160819601042","25","2"
"G16008109601043","160819601043","23","2"
"G16008109601051","160819601051","25","2"
"G16008109601052","160819601052","23","2"
"G16008109601053","160819601053","31","3"
"G16008109601061","160819601061","17","1"
"G16008109601062","160819601062","2","1"
"G16008109601071","160819601071","16","1"
"G16008109601072","160819601072","14","1"
"G16008300002001","160830002001","43","6"
"G16008300002002","160830002002","70","9"
"G16008300002003","160830002003","39","5"
"G16008300002004","160830002004","25","2"
"G16008300003001","160830003001","69","9"
"G16008300003002","160830003002","52","7"
"G16008300003003","160830003003","32","3"
"G16008300003004","160830003004","43","6"
"G16008300003005","160830003005","43","6"
"G16008300004001","160830004001","71","9"
"G16008300004002","160830004002","75","10"
"G16008300004003","160830004003","75","10"
"G16008300004004","160830004004","71","9"
"G16008300005001","160830005001","49","7"
"G16008300005002","160830005002","31","3"
"G16008300005003","160830005003","48","6"
"G16008300005004","160830005004","67","9"
"G16008300005005","160830005005","81","10"
"G16008300006001","160830006001","34","4"
"G16008300006002","160830006002","30","3"
"G16008300006003","160830006003","36","4"
"G16008300007011","160830007011","34","4"
"G16008300007012","160830007012","80","10"
"G16008300007013","160830007013","36","4"
"G16008300007021","160830007021","44","6"
"G16008300007022","160830007022","64","9"
"G16008300007023","160830007023","78","10"
"G16008300008001","160830008001","62","8"
"G16008300008002","160830008002","78","10"
"G16008300008003","160830008003","83","10"
"G16008300008004","160830008004","75","10"
"G16008300008005","160830008005","79","10"
"G16008300009001","160830009001","22","2"
"G16008300009002","160830009002","37","4"
"G16008300009003","160830009003","33","4"
"G16008300010011","160830010011","57","8"
"G16008300010012","160830010012","46","6"
"G16008300010013","160830010013","61","8"
"G16008300010021","160830010021","74","10"
"G16008300010022","160830010022","63","9"
"G16008300010023","160830010023","68","9"
"G16008300011001","160830011001","77","10"
"G16008300011002","160830011002","88","10"
"G16008300011003","160830011003","74","10"
"G16008300012011","160830012011","66","9"
"G16008300012012","160830012012","61","8"
"G16008300012021","160830012021","74","10"
"G16008300012022","160830012022","44","6"
"G16008300012023","160830012023","58","8"
"G16008300013011","160830013011","28","3"
"G16008300013012","160830013012","54","7"
"G16008300013013","160830013013","44","6"
"G16008300013021","160830013021","81","10"
"G16008300013022","160830013022","26","2"
"G16008300016001","160830016001","36","4"
"G16008300016002","160830016002","70","9"
"G16008300016003","160830016003","56","8"
"G16008509701001","160859701001","39","5"
"G16008509701002","160859701002","PH","PH"
"G16008509701003","160859701003","39","5"
"G16008509701004","160859701004","39","5"
"G16008509701005","160859701005","PH","PH"
"G16008509702001","160859702001","PH","PH"
"G16008509702002","160859702002","PH","PH"
"G16008509702003","160859702003","21","2"
"G16008509702004","160859702004","27","3"
"G16008509703011","160859703011","11","1"
"G16008509703021","160859703021","GQ-PH","GQ-PH"
"G16008509703022","160859703022","22","2"
"G16008709701001","160879701001","56","8"
"G16008709701002","160879701002","54","7"
"G16008709702001","160879702001","65","9"
"G16008709702002","160879702002","76","10"
"G16008709702003","160879702003","89","10"
"G16008709702004","160879702004","55","8"
"G16008709703001","160879703001","45","6"
"G16008709703002","160879703002","75","10"
"G16008709703003","160879703003","66","9"
"G16008709703004","160879703004","78","10"
"G17000100001001","170010001001","65","6"
"G17000100001002","170010001002","81","8"
"G17000100001003","170010001003","88","9"
"G17000100001004","170010001004","84","8"
"G17000100001005","170010001005","80","8"
"G17000100002011","170010002011","80","8"
"G17000100002012","170010002012","85","9"
"G17000100002021","170010002021","80","8"
"G17000100002022","170010002022","86","9"
"G17000100002023","170010002023","84","8"
"G17000100004001","170010004001","81","8"
"G17000100004002","170010004002","97","10"
"G17000100004003","170010004003","99","10"
"G17000100004004","170010004004","GQ","GQ"
"G17000100005001","170010005001","94","10"
"G17000100005002","170010005002","94","10"
"G17000100006001","170010006001","75","7"
"G17000100006002","170010006002","72","7"
"G17000100006003","170010006003","79","8"
"G17000100006004","170010006004","54","5"
"G17000100006005","170010006005","55","5"
"G17000100007001","170010007001","86","9"
"G17000100007002","170010007002","89","9"
"G17000100008001","170010008001","99","10"
"G17000100008002","170010008002","100","10"
"G17000100008003","170010008003","99","10"
"G17000100009001","170010009001","92","9"
"G17000100009002","170010009002","86","9"
"G17000100010011","170010010011","85","9"
"G17000100010012","170010010012","86","9"
"G17000100010013","170010010013","78","8"
"G17000100010021","170010010021","80","8"
"G17000100010022","170010010022","72","7"
"G17000100011001","170010011001","73","7"
"G17000100011002","170010011002","64","6"
"G17000100011003","170010011003","46","4"
"G17000100011004","170010011004","42","4"
"G17000100101001","170010101001","83","8"
"G17000100101002","170010101002","76","7"
"G17000100101003","170010101003","72","7"
"G17000100101004","170010101004","69","7"
"G17000100102001","170010102001","82","8"
"G17000100102002","170010102002","78","8"
"G17000100102003","170010102003","84","8"
"G17000100102004","170010102004","91","9"
"G17000100103011","170010103011","57","5"
"G17000100103012","170010103012","49","4"
"G17000100103013","170010103013","60","6"
"G17000100103021","170010103021","70","7"
"G17000100103022","170010103022","71","7"
"G17000100103023","170010103023","82","8"
"G17000100104001","170010104001","56","5"
"G17000100104002","170010104002","59","5"
"G17000100104003","170010104003","66","6"
"G17000100105001","170010105001","56","5"
"G17000100105002","170010105002","46","4"
"G17000100106001","170010106001","54","5"
"G17000100106002","170010106002","40","3"
"G17000100106003","170010106003","70","7"
"G17000100106004","170010106004","67","6"
"G17000309576001","170039576001","91","9"
"G17000309576002","170039576002","79","8"
"G17000309576003","170039576003","97","10"
"G17000309577001","170039577001","89","9"
"G17000309577002","170039577002","97","10"
"G17000309578001","170039578001","100","10"
"G17000309578002","170039578002","99","10"
"G17000309579001","170039579001","100","10"
"G17000309579002","170039579002","99","10"
"G17000509512001","170059512001","57","5"
"G17000509512002","170059512002","56","5"
"G17000509512003","170059512003","92","9"
"G17000509513001","170059513001","82","8"
"G17000509513002","170059513002","79","8"
"G17000509513003","170059513003","GQ","GQ"
